novice,label,filename,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9,ratio_10,ratio_11,ratio_12,ratio_13,ratio_14,ratio_15,ratio_16,ratio_17,ratio_18,ratio_19,ratio_20,ratio_21,ratio_22,ratio_23,ratio_24,ratio_25,ratio_26,ratio_27,ratio_28
Nonlinear CNN,OOD,carriage0005.jpg,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,22369621.333333,22369621.333333,21221686.142648,20234083.817726,20234083.817726
Nonlinear CNN,OOD,carriage0006.jpg,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,25364766.416008,25364766.416008,25364766.416008,23726566.406063,22369621.333333
Nonlinear CNN,OOD,carriage0007.jpg,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,25364766.416008,23726566.406063,23726566.406063,22369621.333333
Nonlinear CNN,OOD,cock0000.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,22369621.333333
Nonlinear CNN,OOD,coffin0000.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,25364766.416008,23726566.406063,23726566.406063,21221686.142648,21221686.142648
Nonlinear CNN,OOD,cones0000.jpg,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,25364766.416008,25364766.416008,23726566.406063,23726566.406063,23726566.406063,23726566.406063
Nonlinear CNN,OOD,cones0001.jpg,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,27397079.002972,25364766.416008,23726566.406063,22369621.333333,20234083.817726
Nonlinear CNN,OOD,cones0002.jpg,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,23726566.406063,22369621.333333,21221686.142648,19372660.347705
Nonlinear CNN,OOD,cones0003.jpg,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,25364766.416008,25364766.416008,20234083.817726,18612650.014626
Nonlinear CNN,OOD,cones0004.jpg,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,22369621.333333,22369621.333333,22369621.333333,20234083.817726
Nonlinear CNN,OOD,cones0005.jpg,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,33554432.000000,33554432.000000,33554432.000000,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,25364766.416008,23726566.406063,23726566.406063,23726566.406063,17327434.176993
Nonlinear CNN,OOD,cones0006.jpg,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,22369621.333333,22369621.333333
Nonlinear CNN,OOD,cow0000.jpg,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,27397079.002972,25364766.416008,25364766.416008,25364766.416008,22369621.333333,21221686.142648
Nonlinear CNN,OOD,cow0001.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,25364766.416008,23726566.406063,23726566.406063,22369621.333333,21221686.142648,20234083.817726
Nonlinear CNN,OOD,cow0002.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,25364766.416008,20234083.817726,16276290.275718
Nonlinear CNN,OOD,cow0003.jpg,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,23726566.406063,22369621.333333,22369621.333333
Nonlinear CNN,OOD,cow0004.jpg,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,27397079.002972,25364766.416008,23726566.406063,20234083.817726,20234083.817726,20234083.817726
Nonlinear CNN,OOD,cow0005.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,23726566.406063,23726566.406063,22369621.333333,20234083.817726
Nonlinear CNN,OOD,cow0006.jpg,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,23726566.406063,23726566.406063,20234083.817726,19372660.347705,19372660.347705
Nonlinear CNN,OOD,cow0007.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,27397079.002972,25364766.416008,25364766.416008,23726566.406063,23726566.406063,23726566.406063
Nonlinear CNN,OOD,cow0008.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,23726566.406063,22369621.333333,19372660.347705
Nonlinear CNN,OOD,cow0009.jpg,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,27397079.002972,25364766.416008,23726566.406063,22369621.333333,21221686.142648
Nonlinear CNN,OOD,cow0010.jpg,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,30011996.359358,30011996.359358,30011996.359358,25364766.416008,23726566.406063,23726566.406063,23726566.406063,23726566.406063,22369621.333333
Nonlinear CNN,OOD,cow0011.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,25364766.416008,23726566.406063,23726566.406063,23726566.406063
Nonlinear CNN,OOD,cow0012.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,23726566.406063,17935598.335972
Nonlinear CNN,OOD,cow0013.jpg,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,23726566.406063,22369621.333333,22369621.333333,21221686.142648,21221686.142648,20234083.817726
Nonlinear CNN,OOD,deer0000.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,25364766.416008,23726566.406063,23726566.406063,21221686.142648,20234083.817726,17935598.335972
Nonlinear CNN,OOD,deer0001.jpg,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,25364766.416008,25364766.416008,25364766.416008,25364766.416008
Nonlinear CNN,OOD,donkey0000.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,23726566.406063,23726566.406063,19372660.347705
Nonlinear CNN,OOD,donkey0001.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,21221686.142648,20234083.817726,20234083.817726,19372660.347705
Nonlinear CNN,OOD,elephant0000.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,23726566.406063,23726566.406063,22369621.333333,22369621.333333,22369621.333333
Nonlinear CNN,OOD,elephant0001.jpg,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,21221686.142648,20234083.817726,20234083.817726,19372660.347705
